trialNo,tablerow,soundrow,correct_answer,rt,status,trialaccuracy,totalaccuracy,participant,test,group,test_speaker,word1,word2,test_type,testpairs,correct_word,stream_type,training,beeptotalaccuracy,ppID,training_speaker,train_test_speaker_match,lateralization
76,3,75,2,547,1,1,36,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,F,nisuda,herisha,rec,nisuda_herisha,herisha,single,AD_G2_LangB_male,12,42,M,Mismatch,both
77,1,73,2,693,2,0,36,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,F,nisuda,fanujo,rec,nisuda_fanujo,fanujo,single,AD_G2_LangB_male,12,42,M,Mismatch,both
78,20,92,2,597,1,1,37,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,F,bavolu,vukoza,rec,bavolu_vukoza,vukoza,single,AD_G2_LangB_male,12,42,M,Mismatch,both
79,16,88,1,597,2,0,37,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,F,pomasi,zutami,rec,pomasi_zutami,pomasi,single,AD_G2_LangB_male,12,42,M,Mismatch,both
80,13,85,2,950,2,0,37,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,M,zutami,fanujo,rec,zutami_fanujo,fanujo,single,AD_G2_LangB_male,12,42,M,Match,both
81,23,95,1,368,1,1,38,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,M,biwetu,bavolu,rec,biwetu_bavolu,biwetu,single,AD_G2_LangB_male,12,42,M,Match,both
82,24,96,2,816,1,1,39,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,F,bavolu,xidule,rec,bavolu_xidule,xidule,single,AD_G2_LangB_male,12,42,M,Mismatch,both
83,12,84,2,1226,1,1,40,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,M,pejuxo,xidule,rec,pejuxo_xidule,xidule,single,AD_G2_LangB_male,12,42,M,Match,both
84,27,99,2,404,1,1,41,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,F,hoshife,herisha,rec,hoshife_herisha,herisha,single,AD_G2_LangB_male,12,42,M,Mismatch,both
85,9,81,1,465,1,1,42,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,F,herisha,pejuxo,rec,herisha_pejuxo,herisha,single,AD_G2_LangB_male,12,42,M,Mismatch,both
86,26,98,1,1323,1,1,43,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,M,vukoza,hoshife,rec,vukoza_hoshife,vukoza,single,AD_G2_LangB_male,12,42,M,Match,both
87,14,86,1,1009,1,1,44,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,F,vukoza,zutami,rec,vukoza_zutami,vukoza,single,AD_G2_LangB_male,12,42,M,Mismatch,both
88,33,105,1,459,1,1,45,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,M,herisha,kirewa,rec,herisha_kirewa,herisha,single,AD_G2_LangB_male,12,42,M,Match,both
89,32,104,2,576,1,1,46,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,F,kirewa,vukoza,rec,kirewa_vukoza,vukoza,single,AD_G2_LangB_male,12,42,M,Mismatch,both
90,2,74,1,567,1,1,47,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,M,vukoza,nisuda,rec,vukoza_nisuda,vukoza,single,AD_G2_LangB_male,12,42,M,Match,both
91,35,107,1,457,2,0,47,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,M,biwetu,kirewa,rec,biwetu_kirewa,biwetu,single,AD_G2_LangB_male,12,42,M,Match,both
92,7,79,1,1118,1,1,48,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,F,fanujo,pejuxo,rec,fanujo_pejuxo,fanujo,single,AD_G2_LangB_male,12,42,M,Mismatch,both
93,30,102,1,730,2,0,48,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,M,xidule,hoshife,rec,xidule_hoshife,xidule,single,AD_G2_LangB_male,12,42,M,Match,both
94,6,78,2,588,2,0,48,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,M,xidule,nisuda,rec,xidule_nisuda,xidule,single,AD_G2_LangB_male,12,42,M,Match,both
95,17,89,2,549,2,0,48,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,M,zutami,biwetu,rec,zutami_biwetu,biwetu,single,AD_G2_LangB_male,12,42,M,Match,both
96,28,100,1,315,1,1,49,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,M,pomasi,hoshife,rec,pomasi_hoshife,pomasi,single,AD_G2_LangB_male,12,42,M,Match,both
97,5,77,2,1191,2,0,49,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,F,nisuda,biwetu,rec,nisuda_biwetu,biwetu,single,AD_G2_LangB_male,12,42,M,Mismatch,both
98,10,82,2,659,1,1,50,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,M,pejuxo,pomasi,rec,pejuxo_pomasi,pomasi,single,AD_G2_LangB_male,12,42,M,Match,both
99,31,103,1,726,1,1,51,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,M,fanujo,kirewa,rec,fanujo_kirewa,fanujo,single,AD_G2_LangB_male,12,42,M,Match,both
100,34,106,2,1841,1,1,52,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,F,kirewa,pomasi,rec,kirewa_pomasi,pomasi,single,AD_G2_LangB_male,12,42,M,Mismatch,both
101,22,94,2,428,1,1,53,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,F,bavolu,pomasi,rec,bavolu_pomasi,pomasi,single,AD_G2_LangB_male,12,42,M,Mismatch,both
102,29,101,2,571,2,0,53,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,F,hoshife,biwetu,rec,hoshife_biwetu,biwetu,single,AD_G2_LangB_male,12,42,M,Mismatch,both
103,18,90,1,437,2,0,53,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,F,xidule,zutami,rec,xidule_zutami,xidule,single,AD_G2_LangB_male,12,42,M,Mismatch,both
104,8,80,2,582,1,1,54,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,M,pejuxo,vukoza,rec,pejuxo_vukoza,vukoza,single,AD_G2_LangB_male,12,42,M,Match,both
105,21,93,1,578,1,1,55,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,M,herisha,bavolu,rec,herisha_bavolu,herisha,single,AD_G2_LangB_male,12,42,M,Match,both
106,25,97,2,1302,1,1,56,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,F,hoshife,fanujo,rec,hoshife_fanujo,fanujo,single,AD_G2_LangB_male,12,42,M,Mismatch,both
107,11,83,1,494,2,0,56,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,F,biwetu,pejuxo,rec,biwetu_pejuxo,biwetu,single,AD_G2_LangB_male,12,42,M,Mismatch,both
108,4,76,1,388,1,1,57,8fffce04-ad9c-44ca-b747-b9a20626177d,AD_Group2_test,2,M,pomasi,nisuda,rec,pomasi_nisuda,pomasi,single,AD_G2_LangB_male,12,42,M,Match,both
1,7,7,2,2037,1,1,1,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,xonisu,pejuxo,seg_Unattended,xonisu_pejuxo,pejuxo,single,AD_G2_LangB_male,12,41,M,Mismatch,both
2,28,28,2,1566,2,0,1,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,voluho,hoshife,seg_Unattended,voluho_hoshife,hoshife,single,AD_G2_LangB_male,12,41,M,Match,both
3,71,71,2,697,1,1,2,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,wetuxi,xidule,seg_Attended,wetuxi_xidule,xidule,single,AD_G2_LangB_male,12,41,M,Mismatch,both
4,35,35,2,1144,1,1,3,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,shifeni,kirewa,seg_Unattended,shifeni_kirewa,kirewa,single,AD_G2_LangB_male,12,41,M,Match,both
5,19,19,2,627,1,1,4,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,xonisu,bavolu,seg_Unattended,xonisu_bavolu,bavolu,single,AD_G2_LangB_male,12,41,M,Match,both
6,34,34,1,657,2,0,4,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,kirewa,voluho,seg_Unattended,kirewa_voluho,kirewa,single,AD_G2_LangB_male,12,41,M,Mismatch,both
7,41,41,1,570,1,1,5,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,fanujo,wetuxi,seg_Attended,fanujo_wetuxi,fanujo,single,AD_G2_LangB_male,12,41,M,Mismatch,both
8,1,1,1,966,2,0,5,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,nisuda,xonisu,seg_Unattended,nisuda_xonisu,nisuda,single,AD_G2_LangB_male,12,41,M,Mismatch,both
9,48,48,1,632,2,0,5,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,vukoza,dulepo,seg_Attended,vukoza_dulepo,vukoza,single,AD_G2_LangB_male,12,41,M,Match,both
10,68,68,1,474,2,0,5,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,xidule,shavuko,seg_Attended,xidule_shavuko,xidule,single,AD_G2_LangB_male,12,41,M,Mismatch,both
11,60,60,1,826,2,0,5,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,pomasi,dulepo,seg_Attended,pomasi_dulepo,pomasi,single,AD_G2_LangB_male,12,41,M,Mismatch,both
12,25,25,1,348,1,1,6,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,hoshife,xonisu,seg_Unattended,hoshife_xonisu,hoshife,single,AD_G2_LangB_male,12,41,M,Mismatch,both
13,16,16,2,688,2,0,6,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,voluho,zutami,seg_Unattended,voluho_zutami,zutami,single,AD_G2_LangB_male,12,41,M,Mismatch,both
14,55,55,2,532,2,0,6,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,zafanu,pomasi,seg_Attended,zafanu_pomasi,pomasi,single,AD_G2_LangB_male,12,41,M,Match,both
15,2,2,2,626,2,0,6,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,mipeju,nisuda,seg_Unattended,mipeju_nisuda,nisuda,single,AD_G2_LangB_male,12,41,M,Match,both
16,38,38,2,627,1,1,7,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,shavuko,fanujo,seg_Attended,shavuko_fanujo,fanujo,single,AD_G2_LangB_male,12,41,M,Match,both
17,18,18,2,591,1,1,8,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,rewani,zutami,seg_Unattended,rewani_zutami,zutami,single,AD_G2_LangB_male,12,41,M,Mismatch,both
18,45,45,2,545,1,1,9,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,tuheri,vukoza,seg_Attended,tuheri_vukoza,vukoza,single,AD_G2_LangB_male,12,41,M,Mismatch,both
19,64,64,2,515,2,0,9,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,masihe,biwetu,seg_Attended,masihe_biwetu,biwetu,single,AD_G2_LangB_male,12,41,M,Match,both
20,69,69,2,695,1,1,10,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,tuheri,xidule,seg_Attended,tuheri_xidule,xidule,single,AD_G2_LangB_male,12,41,M,Match,both
21,54,54,2,523,2,0,10,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,dulepo,herisha,seg_Attended,dulepo_herisha,herisha,single,AD_G2_LangB_male,12,41,M,Mismatch,both
22,67,67,2,351,2,0,10,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,zafanu,xidule,seg_Attended,zafanu_xidule,xidule,single,AD_G2_LangB_male,12,41,M,Match,both
23,11,11,2,1978,1,1,11,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,shifeni,pejuxo,seg_Unattended,shifeni_pejuxo,pejuxo,single,AD_G2_LangB_male,12,41,M,Mismatch,both
24,30,30,2,512,1,1,12,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,rewani,hoshife,seg_Unattended,rewani_hoshife,hoshife,single,AD_G2_LangB_male,12,41,M,Match,both
25,17,17,1,1093,1,1,13,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,zutami,shifeni,seg_Unattended,zutami_shifeni,zutami,single,AD_G2_LangB_male,12,41,M,Match,both
26,26,26,2,378,1,1,14,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,mipeju,hoshife,seg_Unattended,mipeju_hoshife,hoshife,single,AD_G2_LangB_male,12,41,M,Match,both
27,62,62,2,272,2,0,14,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,shavuko,biwetu,seg_Attended,shavuko_biwetu,biwetu,single,AD_G2_LangB_male,12,41,M,Match,both
28,15,15,1,311,1,1,15,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,zutami,luzuta,seg_Unattended,zutami_luzuta,zutami,single,AD_G2_LangB_male,12,41,M,Match,both
29,72,72,1,410,2,0,15,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,xidule,dulepo,seg_Attended,xidule_dulepo,xidule,single,AD_G2_LangB_male,12,41,M,Mismatch,both
30,32,32,1,371,2,0,15,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,kirewa,mipeju,seg_Unattended,kirewa_mipeju,kirewa,single,AD_G2_LangB_male,12,41,M,Mismatch,both
31,5,5,1,717,1,1,16,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,nisuda,shifeni,seg_Unattended,nisuda_shifeni,nisuda,single,AD_G2_LangB_male,12,41,M,Mismatch,both
32,70,70,1,213,1,1,17,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,xidule,masihe,seg_Attended,xidule_masihe,xidule,single,AD_G2_LangB_male,12,41,M,Mismatch,both
33,42,42,2,346,1,1,18,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,dulepo,fanujo,seg_Attended,dulepo_fanujo,fanujo,single,AD_G2_LangB_male,12,41,M,Match,both
34,61,61,1,900,2,0,18,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,biwetu,zafanu,seg_Attended,biwetu_zafanu,biwetu,single,AD_G2_LangB_male,12,41,M,Mismatch,both
35,29,29,1,657,1,1,19,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,hoshife,shifeni,seg_Unattended,hoshife_shifeni,hoshife,single,AD_G2_LangB_male,12,41,M,Mismatch,both
36,56,56,1,414,2,0,19,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,pomasi,shavuko,seg_Attended,pomasi_shavuko,pomasi,single,AD_G2_LangB_male,12,41,M,Mismatch,both
37,51,51,1,1382,2,0,19,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,herisha,tuheri,seg_Attended,herisha_tuheri,herisha,single,AD_G2_LangB_male,12,41,M,Match,both
38,39,39,1,359,1,1,20,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,fanujo,tuheri,seg_Attended,fanujo_tuheri,fanujo,single,AD_G2_LangB_male,12,41,M,Mismatch,both
39,3,3,1,358,1,1,21,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,nisuda,luzuta,seg_Unattended,nisuda_luzuta,nisuda,single,AD_G2_LangB_male,12,41,M,Mismatch,both
40,4,4,2,514,2,0,21,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,voluho,nisuda,seg_Unattended,voluho_nisuda,nisuda,single,AD_G2_LangB_male,12,41,M,Match,both
41,50,50,2,1947,1,1,22,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,shavuko,herisha,seg_Attended,shavuko_herisha,herisha,single,AD_G2_LangB_male,12,41,M,Mismatch,both
42,40,40,2,332,1,1,23,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,masihe,fanujo,seg_Attended,masihe_fanujo,fanujo,single,AD_G2_LangB_male,12,41,M,Match,both
43,6,6,2,385,2,0,23,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,rewani,nisuda,seg_Unattended,rewani_nisuda,nisuda,single,AD_G2_LangB_male,12,41,M,Match,both
44,31,31,2,666,2,0,23,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,xonisu,kirewa,seg_Unattended,xonisu_kirewa,kirewa,single,AD_G2_LangB_male,12,41,M,Match,both
45,66,66,2,332,1,1,24,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,dulepo,biwetu,seg_Attended,dulepo_biwetu,biwetu,single,AD_G2_LangB_male,12,41,M,Match,both
46,46,46,1,638,1,1,25,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,vukoza,masihe,seg_Attended,vukoza_masihe,vukoza,single,AD_G2_LangB_male,12,41,M,Match,both
47,8,8,1,290,2,0,25,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,pejuxo,mipeju,seg_Unattended,pejuxo_mipeju,pejuxo,single,AD_G2_LangB_male,12,41,M,Match,both
48,22,22,1,300,2,0,25,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,bavolu,voluho,seg_Unattended,bavolu_voluho,bavolu,single,AD_G2_LangB_male,12,41,M,Mismatch,both
49,33,33,2,329,2,0,25,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,luzuta,kirewa,seg_Unattended,luzuta_kirewa,kirewa,single,AD_G2_LangB_male,12,41,M,Match,both
50,49,49,1,377,1,1,26,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,herisha,zafanu,seg_Attended,herisha_zafanu,herisha,single,AD_G2_LangB_male,12,41,M,Match,both
51,23,23,2,370,1,1,27,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,shifeni,bavolu,seg_Unattended,shifeni_bavolu,bavolu,single,AD_G2_LangB_male,12,41,M,Match,both
52,10,10,1,278,2,0,27,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,pejuxo,voluho,seg_Unattended,pejuxo_voluho,pejuxo,single,AD_G2_LangB_male,12,41,M,Match,both
53,24,24,1,624,2,0,27,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,bavolu,rewani,seg_Unattended,bavolu_rewani,bavolu,single,AD_G2_LangB_male,12,41,M,Mismatch,both
54,12,12,1,315,2,0,27,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,pejuxo,rewani,seg_Unattended,pejuxo_rewani,pejuxo,single,AD_G2_LangB_male,12,41,M,Match,both
55,44,44,1,1115,1,1,28,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,vukoza,shavuko,seg_Attended,vukoza_shavuko,vukoza,single,AD_G2_LangB_male,12,41,M,Match,both
56,36,36,1,385,2,0,28,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,kirewa,rewani,seg_Unattended,kirewa_rewani,kirewa,single,AD_G2_LangB_male,12,41,M,Mismatch,both
57,58,58,1,202,1,1,29,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,pomasi,masihe,seg_Attended,pomasi_masihe,pomasi,single,AD_G2_LangB_male,12,41,M,Mismatch,both
58,65,65,1,508,1,1,30,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,biwetu,wetuxi,seg_Attended,biwetu_wetuxi,biwetu,single,AD_G2_LangB_male,12,41,M,Mismatch,both
59,9,9,2,576,2,0,30,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,luzuta,pejuxo,seg_Unattended,luzuta_pejuxo,pejuxo,single,AD_G2_LangB_male,12,41,M,Mismatch,both
60,53,53,1,452,1,1,31,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,herisha,wetuxi,seg_Attended,herisha_wetuxi,herisha,single,AD_G2_LangB_male,12,41,M,Match,both
61,27,27,1,662,2,0,31,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,hoshife,luzuta,seg_Unattended,hoshife_luzuta,hoshife,single,AD_G2_LangB_male,12,41,M,Mismatch,both
62,63,63,2,435,1,1,32,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,biwetu,tuheri,seg_Attended,biwetu_tuheri,biwetu,single,AD_G2_LangB_male,12,41,M,Mismatch,both
63,14,14,2,418,2,0,32,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,mipeju,zutami,seg_Unattended,mipeju_zutami,zutami,single,AD_G2_LangB_male,12,41,M,Mismatch,both
64,59,59,2,944,1,1,33,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,wetuxi,pomasi,seg_Attended,wetuxi_pomasi,pomasi,single,AD_G2_LangB_male,12,41,M,Match,both
65,37,37,1,340,1,1,34,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,fanujo,zafanu,seg_Attended,fanujo_zafanu,fanujo,single,AD_G2_LangB_male,12,41,M,Mismatch,both
66,20,20,1,872,1,1,35,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,bavolu,mipeju,seg_Unattended,bavolu_mipeju,bavolu,single,AD_G2_LangB_male,12,41,M,Mismatch,both
67,52,52,2,421,1,1,36,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,masihe,herisha,seg_Attended,masihe_herisha,herisha,single,AD_G2_LangB_male,12,41,M,Mismatch,both
68,21,21,2,554,1,1,37,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,luzuta,bavolu,seg_Unattended,luzuta_bavolu,bavolu,single,AD_G2_LangB_male,12,41,M,Match,both
69,47,47,2,998,2,0,37,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,wetuxi,vukoza,seg_Attended,wetuxi_vukoza,vukoza,single,AD_G2_LangB_male,12,41,M,Mismatch,both
70,57,57,2,978,2,0,37,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,tuheri,pomasi,seg_Attended,tuheri_pomasi,pomasi,single,AD_G2_LangB_male,12,41,M,Match,both
71,43,43,2,511,2,0,37,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,zafanu,vukoza,seg_Attended,zafanu_vukoza,vukoza,single,AD_G2_LangB_male,12,41,M,Mismatch,both
72,13,13,1,637,2,0,37,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,zutami,xonisu,seg_Unattended,zutami_xonisu,zutami,single,AD_G2_LangB_male,12,41,M,Match,both
73,35,107,1,1605,1,1,38,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,biwetu,kirewa,rec,biwetu_kirewa,biwetu,single,AD_G2_LangB_male,12,41,M,Match,both
74,6,78,2,555,2,0,38,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,xidule,nisuda,rec,xidule_nisuda,xidule,single,AD_G2_LangB_male,12,41,M,Match,both
75,4,76,1,892,1,1,39,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,pomasi,nisuda,rec,pomasi_nisuda,pomasi,single,AD_G2_LangB_male,12,41,M,Match,both
76,16,88,1,500,2,0,39,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,pomasi,zutami,rec,pomasi_zutami,pomasi,single,AD_G2_LangB_male,12,41,M,Mismatch,both
77,23,95,1,331,2,0,39,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,biwetu,bavolu,rec,biwetu_bavolu,biwetu,single,AD_G2_LangB_male,12,41,M,Match,both
78,3,75,2,363,2,0,39,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,nisuda,herisha,rec,nisuda_herisha,herisha,single,AD_G2_LangB_male,12,41,M,Mismatch,both
79,7,79,1,328,1,1,40,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,fanujo,pejuxo,rec,fanujo_pejuxo,fanujo,single,AD_G2_LangB_male,12,41,M,Mismatch,both
80,29,101,2,1232,1,1,41,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,hoshife,biwetu,rec,hoshife_biwetu,biwetu,single,AD_G2_LangB_male,12,41,M,Mismatch,both
81,34,106,2,1319,2,0,41,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,kirewa,pomasi,rec,kirewa_pomasi,pomasi,single,AD_G2_LangB_male,12,41,M,Mismatch,both
82,25,97,2,1141,1,1,42,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,hoshife,fanujo,rec,hoshife_fanujo,fanujo,single,AD_G2_LangB_male,12,41,M,Mismatch,both
83,31,103,1,1817,1,1,43,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,fanujo,kirewa,rec,fanujo_kirewa,fanujo,single,AD_G2_LangB_male,12,41,M,Match,both
84,11,83,1,1183,2,0,43,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,biwetu,pejuxo,rec,biwetu_pejuxo,biwetu,single,AD_G2_LangB_male,12,41,M,Mismatch,both
85,36,108,2,1372,1,1,44,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,kirewa,xidule,rec,kirewa_xidule,xidule,single,AD_G2_LangB_male,12,41,M,Mismatch,both
86,10,82,2,293,1,1,45,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,pejuxo,pomasi,rec,pejuxo_pomasi,pomasi,single,AD_G2_LangB_male,12,41,M,Match,both
87,8,80,2,305,1,1,46,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,pejuxo,vukoza,rec,pejuxo_vukoza,vukoza,single,AD_G2_LangB_male,12,41,M,Match,both
88,20,92,2,1770,1,1,47,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,bavolu,vukoza,rec,bavolu_vukoza,vukoza,single,AD_G2_LangB_male,12,41,M,Mismatch,both
89,2,74,1,1879,2,0,47,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,vukoza,nisuda,rec,vukoza_nisuda,vukoza,single,AD_G2_LangB_male,12,41,M,Match,both
90,18,90,1,1054,2,0,47,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,xidule,zutami,rec,xidule_zutami,xidule,single,AD_G2_LangB_male,12,41,M,Mismatch,both
91,5,77,2,625,1,1,48,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,nisuda,biwetu,rec,nisuda_biwetu,biwetu,single,AD_G2_LangB_male,12,41,M,Mismatch,both
92,32,104,2,1220,2,0,48,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,kirewa,vukoza,rec,kirewa_vukoza,vukoza,single,AD_G2_LangB_male,12,41,M,Mismatch,both
